MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,LatitudeMeasure,LongitudeMeasure,HUCEightDigitCode,StateCode,region,huc2
NJDEP_BFBM-BFBM000352,Shipetaukin Ck at Fackler Rd,River/Stream,40.310068,-74.710559,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-BFBM000387,Pequannock R at Vernon Stockholm Rd abv village,River/Stream,41.14694,-74.496111,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-BFBM000388,Belcher Creek at Bergen Drive,River/Stream,41.103021,-74.399392,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-BFBM000389,Rockaway River Trib at Cozy Lake Road,River/Stream,41.011352,-74.509781,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-BFBM000390,Whippany River at Inamere Road,River/Stream,40.812662,-74.505237,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-BFBM000391,Pequannock R at Vernon Stockholm Rd blw village,River/Stream,41.119617,-74.50616,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-BFBM000392,Beaver Bk at Old Beach Glen Rd,River/Stream,40.931403,-74.479623,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-BFBM000393,Mill Bk at Moutainside Dr,River/Stream,40.867517,-74.545013,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-BFBM000394,White Meadow Bk at Green Pond Rd,River/Stream,40.914272,-74.500926,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-BFBM000395,Hibernia Bk at Green Pond Rd,River/Stream,40.944901,-74.493174,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-BFBM000396,Primose Bk at Baileys Mill Rd,River/Stream,40.74158,-74.529392,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-BFBM000397,Den Bk at Openaki Rd,River/Stream,40.853655,-74.529062,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI001,Paulins Kill,River/Stream,40.980101,-74.932907,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI002,Furnace Brook,River/Stream,40.827419,-74.980555,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI003a,Pequest River at US Highway 46,River/Stream,40.8318762,-74.97997992,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI004,Lopatcong Creek,River/Stream,40.694807,-75.140204,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI005,Musconetcong River,River/Stream,40.723094,-74.95993,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI007,Saddle River,River/Stream,41.050647,-74.100808,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI008A,Sidney Brook (Grandin stream) at Sidney Rd - CR 617,River/Stream,40.613718,-74.924468,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI008b,Cakepoulin Creek,River/Stream,40.607715,-74.915831,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI009a,Whippany River at Granbly Park,River/Stream,40.800164,-74.472695,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI010a,Pequannock River at State Route 23,River/Stream,41.050001,-74.442787,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI011b,Meadow Brook at Belmont Ave,River/Stream,41.048947,-74.286487,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI012,Neldon Brook,River/Stream,41.084865,-74.827024,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI013,Heathcote Brook,River/Stream,40.369972,-74.615805,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI014,Royce Brook,River/Stream,40.537055,-74.589638,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI015,Mile Run,River/Stream,40.505555,-74.46725,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI016,Pike Run,River/Stream,40.444698,-74.645834,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI017,Pleasant Run,River/Stream,40.552506,-74.785213,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI017a,South Branch Rahway River,River/Stream,40.577472,-74.307192,2030104,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI018,South Branch Raritan River,River/Stream,40.572416,-74.867861,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI019,Rahway River,River/Stream,40.618199,-74.278369,2030104,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI020,Rahway River,River/Stream,40.673333,-74.312916,2030104,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI022,Six Mile Run,River/Stream,40.46978,-74.544205,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI023,Neshanic River,River/Stream,40.477343,-74.843039,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI025,Peters Brook,River/Stream,40.567656,-74.605441,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI026,Nishisakawick Creek,River/Stream,40.527988,-75.05905,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI027,Lockatong Creek,River/Stream,40.471105,-75.02118,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI028,Moore Creek,River/Stream,40.332636,-74.906852,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI029,Alexauken Creek,River/Stream,40.387774,-74.942354,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI030,Stoney Brook,River/Stream,40.371827,-74.78955,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI033,Pohatcong Creek,River/Stream,40.781197,-74.974625,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI034,Harihokake Creek,River/Stream,40.548144,-75.068888,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI035A,Goffle Brook,River/Stream,40.943527,-74.163043,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI036,Spruce Run,River/Stream,40.691281,-74.9371,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI037,Drakes Brook,River/Stream,40.811591,-74.732383,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI039,Van Campens Brook,River/Stream,41.057877,-75.003269,2040104,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI040,West Branch Papakating Creek,River/Stream,41.197458,-74.631161,2020007,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI041,Shabakunk Creek,River/Stream,40.251802,-74.750052,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI042,Elizabeth River,River/Stream,40.677602,-74.225422,2030104,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI044,Deepavaal Brook,River/Stream,40.884235,-74.277858,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI045,Beaver Dam Bk,River/Stream,40.924185,-74.299973,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI046,Clove Brook,River/Stream,41.351758,-74.686155,2040104,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI047,Beaver Bk,River/Stream,40.843472,-75.046119,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI048,Buckhorn Ck,River/Stream,40.772618,-75.119189,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI049,Walkill River,River/Stream,41.086925,-74.594872,2020007,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI050,Lubbers Run,River/Stream,40.964241,-74.674502,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI052,Ramapo River,River/Stream,41.104622,-74.156116,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI053,Mulhockaway Ck,River/Stream,40.647472,-74.9688,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI054,Lamington River,River/Stream,40.690008,-74.722738,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI055,Paulins Kill,River/Stream,40.966763,-75.020452,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI056,"Clove Brook,Unionville Rd / Rt 23 @ end of Smith Rd",River/Stream,41.235506,-74.618547,2020007,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI059,"Pascack River,Emerson Rd",River/Stream,40.990001,-74.008134,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI059a,Pascack Brook at Terrace Drive,River/Stream,40.995358,-74.026859,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI060,"Musquapsink Creek,Harrington Ave",River/Stream,40.992314,-74.02324,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI064,"Pequest River,Rt 612 / Johnsonburg Rd",River/Stream,40.942604,-74.830471,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI065,"Little Flat Brook,Rt 645 / Layton-Hainesville Rd",River/Stream,41.239385,-74.803704,2040104,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI066a,Big Flat Brook at end of Flatbrook Road,River/Stream,41.206596,-74.80616,2040104,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI067,"Pohatcong Creek,Willow Grove Rd",River/Stream,40.698551,-75.085118,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI068,"Russia Brook,Dover-Milton Rd",River/Stream,41.019901,-74.527946,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI069,"Troy Brook,Beaverwyck Rd",River/Stream,40.854404,-74.389879,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI070,"Stony Brook,Rt 583",River/Stream,40.326691,-74.680447,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI071,"Ambrose Brook,Raritan Ave",River/Stream,40.56762,-74.52,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI072,"Middle Brook,Talmadge Ave",River/Stream,40.560912,-74.548641,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI073,"South Branch Rockaway River,Windy Acres",River/Stream,40.639503,-74.816227,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI074,"Whippany River,Whitehead Rd",River/Stream,40.796802,-74.529862,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI075,"Pequannock River,Rt 23",River/Stream,41.077671,-74.489801,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI076,"Pohatcong Creek,Edison Rd",River/Stream,40.716099,-75.07173,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI077,"Pequannock River,off Rt 694/Paterson-Hamburg Tpk, Appelt Par",River/Stream,41.00231,-74.316,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI078,"Lamington River,Rattlesnake Bridge Rd",River/Stream,40.65429,-74.71955,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI080,"Rockaway River,W. Main (Dover-Rockaway Rd) and Blackwell St.",River/Stream,40.881086,-74.534645,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI081,"Troy Brook , Pond Brook Rd - CR 612",River/Stream,41.0512,-74.856,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI084,"Robinsons Branch , Central Ave",River/Stream,40.6095,-74.2876,2030104,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI087,"Neshanic River , CR 514 (aka Amwell Rd)",River/Stream,40.4934,-74.7534,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI088,"Raritan River SB (above Spruce Run) , Arch St",River/Stream,40.6637,-74.8974,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI089,"Beden Brook , Opossum Rd",River/Stream,40.416,-74.6646,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI090,"Saddle River , Grove St",River/Stream,40.9626,-74.0939,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI091,"Green Brook , Rt 28 (aka Union Ave)",River/Stream,40.567,-74.5254,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI092,"Holland Brook , Hillcrest Rd",River/Stream,40.5686,-74.7383,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI093a,North Branch Raritan River at Mosle Rd,River/Stream,40.745789,-74.632989,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI094A,Passaic River at Summit Ave,River/Stream,40.733871,-74.375836,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI095a,Passaic R at Scherman-Hoffman Wildlife Sanctuary,River/Stream,40.742139,-74.54883,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI095b,Passaic River at Jockey Hollow Rd,River/Stream,40.75645,-74.553324,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI097a,Green Brook,River/Stream,40.605446,-74.449685,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI098,"Preakness Brook , CR 666 (aka Preakness Ave)",River/Stream,40.9299,-74.223,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI099,"Wallkill River , Rt 94",River/Stream,41.1524,-74.5816,2020007,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI100,"Dry Brook , Mill St",River/Stream,41.1449,-74.7482,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI101a,NB Rockaway Creek at Oldwick Rd,River/Stream,40.641671,-74.759677,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI102,Raritan River SB at Old RR off North 4 Bridges Road,River/Stream,40.81265717,-74.73115244,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI103a,Third River at Harrison Street,River/Stream,40.812338,-74.162233,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI104a,Rahway River EB at Ridgewood Road,River/Stream,40.72002496,-74.29374592,2030104,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI107,Shimers Brook,River/Stream,41.313034,-74.778606,2040104,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI108,Yards Creek at Wishing Well Road,River/Stream,40.973098,-75.044578,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI111,Pophandusing Brook at Independence St.,River/Stream,40.819415,-75.07075,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI112,Blair Creek at Slabtown Creek Rd,River/Stream,41.007149,-74.94453,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI113,Jacksonburg Creek at Route 94,River/Stream,40.979471,-74.980524,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI113a,Jacksonburg Ck at Jacksonburg Rd,River/Stream,40.9876,-74.9788,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI114,Pohatcong Creek at Creek Road,River/Stream,40.631724,-75.172622,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI116,Beaver Brook at Old Highway 22,River/Stream,40.637325,-74.907535,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI117,Prescott Brook at Payne Road,River/Stream,40.595475,-74.858667,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI118,Peckman River at West Bradford Ave,River/Stream,40.849656,-74.233806,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI120,Malapardis Brook at West Pleasant Avenue,River/Stream,40.824039,-74.419362,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI121,Hirshfeld Brook at River Road,River/Stream,40.947549,-74.020556,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI122,Hohokus Brook at Saddle River County Park,River/Stream,40.961244,-74.106296,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI123,Pond Brook at Raritan Rd,River/Stream,41.026374,-74.231295,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI124,Cedar Creek at Cedar Brook Avenue,River/Stream,40.59307096,-74.40963631,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI125,Cruser Brook at Van Horne Road,River/Stream,40.454285,-74.657861,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI126,Royce Bk Hamilton Rd,River/Stream,40.50572592,-74.62327092,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI128a,Paulins Kill at State Hwy 94,River/Stream,41.09198,-74.68915,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI129,Pequest River at US Highway 46,River/Stream,40.839659,-75.047178,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI130,Pequest River at Orchard Street,River/Stream,40.833983,-75.060165,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI201,Pennsauken Creek N/B at Church Street,River/Stream,39.93228,-74.93571,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI204,Swedes Run at Garwood Road,River/Stream,39.99503,-74.93254,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI206,Doctors Creek at Bordentown Road,River/Stream,40.17611,-74.67757,2040201,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI208,Menantico Creek at Main Street,River/Stream,39.38668,-74.98872,2040206,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI211,Lahaway Creek at Holmes Mill Road,River/Stream,40.10714,-74.53629,2040201,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI212,Crosswicks Creek at Arneytown Hornerstown Road,River/Stream,40.10237,-74.54414,2040201,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI213,Ivanhoe Brook at Millers Mill Road,River/Stream,40.13824,-74.4605,2040201,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI214,Assunpink Creek at Old York Road,River/Stream,40.21665,-74.5431,2040105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI215,Crosswicks Creek at Extonville Road,River/Stream,40.13695,-74.59994,2040201,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI216,Indian Run at Birmingham Road,River/Stream,39.98075,-74.71105,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI217,Rancocas Creek SB at Eayrestown Newbolds Road,River/Stream,39.94701,-74.79057,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI218,Swedes Run at Swedes Bridge Road,River/Stream,39.59521,-75.37731,2040206,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI221,Game Branch at Pennsville Auburn Road,River/Stream,39.7031,-75.43932,2040206,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI222,Deep Run at Telegraph Road,River/Stream,39.54292,-75.35452,2040206,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI223,Barkers Brook UNT at Saylors Pond Road,River/Stream,40.036,-74.68759,2040201,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI224,Rancocas Creek NB at Birmingham Road,River/Stream,39.97855,-74.70908,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI225,Lahaway Creek at Meir Road,River/Stream,40.11752,-74.493245,2040201,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI226,Little Ck at State Route 70,River/Stream,39.898223,-74.788262,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI229,Pennsauken Ck SB at Coles Ave,River/Stream,39.945121,-75.009092,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI230,Big Timber Creek SB UNT at Woodbury Turnersville Road (705),River/Stream,39.77465,-75.05415,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI234,Little Ck at Country Club Dr,River/Stream,39.937988,-74.793297,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI236,Cooper River NB at Park Blvd,River/Stream,39.908715,-75.02495,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI241,Pines Run off Blackhorse Pike,River/Stream,39.81847,-75.06985,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI244,Rancocas Ck SWB at Elmwood Rd,River/Stream,39.890238,-74.883671,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI244a,Rancocas Creek SWB at Elmwood Road (us),River/Stream,39.89030005,-74.88383092,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI252,Monogahela Bk at Marion Ave,River/Stream,39.783554,-75.147122,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI255,Mill Creek at Rancocas Springfield Road,River/Stream,40.03119,-74.85339,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI256,Parvin Br at State Route 55,River/Stream,39.455191,-75.068266,2040206,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI257,Muddy Run UNT at Almond Road,River/Stream,39.52396,-75.15751,2040206,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI264,Salem River off Commisioners Pike,River/Stream,39.622258,-75.269928,2040206,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI265,Pompeston Ck at Parry Rd,River/Stream,39.990203,-74.97536,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI265a,Pompeston Creek at Parry Road (ds),River/Stream,39.99200523,-74.97605583,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI266,Cooper R at W Evesham Rd,River/Stream,39.859247,-75.015857,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI267,Barrett Run at Barretts Run Rd,River/Stream,39.444251,-75.274137,2040206,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI268,Mantua Ck at Rt 603,River/Stream,39.770246,-75.132973,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI268a,Mantua Creek at Blackwood Barnsboro Road,River/Stream,39.7693203,-75.13212573,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI269a,Little Timber Creek at Bell Road,River/Stream,39.87274623,-75.08973287,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI270,Cool Run nr Stockington Rd,River/Stream,39.579428,-75.311217,2040206,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI271,Salem R nr Kings Hwy,River/Stream,39.652851,-75.36673,2040206,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI272,Porch Br at State Hwy 47,River/Stream,39.752938,-75.111004,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI273,Racoon Creek at Harrisonville Road,River/Stream,39.7084959,-75.20100588,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI274,Oldmans Creek at Monroeville Road,River/Stream,39.661588,-75.23291376,2040202,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI275,Still Run at Whig Lane Road,River/Stream,39.6716766,-75.12914558,2040206,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI276,Menantico Creek at Mays Landing Road,River/Stream,39.41949687,-74.96598054,2040206,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI277,Millstone River at Blossom Hill Drive,River/Stream,40.3158,-74.60049,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI302,Mine Bk Mercer Rd,River/Stream,40.26811488,-74.19119805,2030104,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI303,Debois Creek at Three Brooks Road,River/Stream,40.23192,-74.25935,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI308,Jumping Brook off Route 33,River/Stream,40.209557,-74.069982,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI311,NB Metedeconk River at Jackson Mills Rd,River/Stream,40.181311,-74.287446,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI313,Mingamahone Brook at CR 524,River/Stream,40.166039,-74.149923,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI315,Manalapan Bk at Dey Grove Rd,River/Stream,40.284716,-74.388266,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI321,Marsh Bog Brook at Squankum Road,River/Stream,40.16600258,-74.15873264,2040301,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI403a,Budd Lake UNT at Camelot Drive,River/Stream,40.883002,-74.759375,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI404a,Blue Brook at Skytop Dr,River/Stream,40.672318,-74.399504,2030105,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI407,Bear Swamp Brook off Bear Swamp Road,River/Stream,41.07381,-74.21567,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI407a,Bear Swamp Brook at Bear Swamp Rd,River/Stream,41.070034,-74.214171,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI413,Cooley Brook at Elm St,River/Stream,41.1577,-74.3544,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI421A,Dunnfield Ck at I-80,River/Stream,40.97428,-75.125895,2040104,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI438,Primrose Brook at Jockey Hollow Rd,River/Stream,40.76309,-74.529295,2030103,34.0,Mid-Atlantic / Chesapeake,02
NJDEP_BFBM-FIBI452,Stony Brook UNT at Coursen Rd,River/Stream,41.206439,-74.77345,2040104,34.0,Mid-Atlantic / Chesapeake,02
